126
unassigned_transcript_199	227105	228642	228642	1	1	0	0
unassigned_transcript_200	228712	228788	228642	1	1	1	1
unassigned_transcript_201	228831	228906	228788	1	1	2	2
unassigned_transcript_202	229092	231991	228906	1	1	3	3
unassigned_transcript_203	232089	232199	231991	1	1	4	4
unassigned_transcript_204	232257	232333	232199	1	1	5	5
unassigned_transcript_214	240481	240557	232333	1	1	6	6
unassigned_transcript_270	299982	300057	240557	1	1	7	7
unassigned_transcript_578	657182	657258	300057	1	1	8	8
unassigned_transcript_682	776591	776665	657258	2	1	9	9
unassigned_transcript_683	776703	776777	776665	2	1	10	10
unassigned_transcript_684	776826	776902	776777	2	1	11	11
unassigned_transcript_685	776918	776992	776902	2	1	12	12
unassigned_transcript_686	777027	777101	776992	2	1	13	13
unassigned_transcript_687	777125	777209	777101	2	1	14	14
unassigned_transcript_688	777220	777296	777209	2	1	15	15
unassigned_transcript_761	864979	865054	777296	1	1	16	16
unassigned_transcript_762	865090	865165	865054	1	1	17	17
unassigned_transcript_763	865168	865243	865165	1	1	18	18
unassigned_transcript_764	865295	865370	865243	1	1	19	19
unassigned_transcript_765	865374	865449	865370	1	1	20	20
unassigned_transcript_766	865596	865671	865449	1	1	21	21
unassigned_transcript_952	1056961	1057048	865671	2	1	22	22
unassigned_transcript_1066	1179418	1179493	1057048	1	1	23	23
unassigned_transcript_1067	1179501	1179577	1179493	1	1	24	24
unassigned_transcript_1068	1179591	1179667	1179577	1	1	25	25
unassigned_transcript_1105	1210887	1210974	1179667	2	1	26	26
unassigned_transcript_1177	1266764	1266839	1210974	1	1	27	27
unassigned_transcript_1178	1266849	1266925	1266839	1	1	28	28
unassigned_transcript_1179	1266939	1267015	1266925	1	1	29	29
unassigned_transcript_1363	1456845	1456932	1267015	2	1	30	30
unassigned_transcript_1674	1732425	1732509	1456932	2	1	31	31
unassigned_transcript_1675	1732719	1732803	1732509	2	1	32	32
unassigned_transcript_1724	1774078	1774153	1732803	1	1	33	33
unassigned_transcript_1725	1774234	1774310	1774153	1	1	34	34
unassigned_transcript_1900	1940704	1940779	1774310	1	1	35	35
unassigned_transcript_1901	1940880	1940956	1940779	1	1	36	36
unassigned_transcript_2129	2189650	2189726	1940956	2	1	37	37
unassigned_transcript_2130	2189827	2189902	2189726	2	1	38	38
unassigned_transcript_2202	2240621	2240697	2189902	2	1	39	39
unassigned_transcript_2203	2240711	2240787	2240697	2	1	40	40
unassigned_transcript_2204	2240795	2240870	2240787	2	1	41	41
unassigned_transcript_2313	2346282	2346358	2240870	1	1	42	42
unassigned_transcript_2314	2346363	2346439	2346358	1	1	43	43
unassigned_transcript_2587	2614223	2614309	2346439	2	1	44	44
unassigned_transcript_2588	2614322	2614395	2614309	2	1	45	45
unassigned_transcript_2589	2614449	2614524	2614395	2	1	46	46
unassigned_transcript_2683	2697892	2697968	2614524	2	1	47	47
unassigned_transcript_2684	2697982	2698058	2697968	2	1	48	48
unassigned_transcript_2685	2698066	2698141	2698058	2	1	49	49
unassigned_transcript_2708	2712171	2712260	2698141	2	1	50	50
unassigned_transcript_2710	2713252	2713327	2712260	1	1	51	51
unassigned_transcript_2716	2727633	2727708	2713327	2	1	52	52
unassigned_transcript_2718	2729457	2729532	2727708	1	1	53	53
unassigned_transcript_2721	2731865	2731940	2729532	1	1	54	54
unassigned_transcript_3008	3021275	3021351	2731940	1	1	55	55
unassigned_transcript_3159	3193041	3193115	3021351	1	1	56	56
unassigned_transcript_3202	3244957	3245032	3193115	2	1	57	57
unassigned_transcript_3203	3245072	3245147	3245032	2	1	58	58
unassigned_transcript_3209	3249594	3249669	3245147	1	1	59	59
unassigned_transcript_3210	3249714	3249789	3249669	1	1	60	60
unassigned_transcript_3211	3249836	3249911	3249789	1	1	61	61
unassigned_transcript_3212	3249916	3249991	3249911	1	1	62	62
unassigned_transcript_3389	3446403	3446513	3249991	2	1	63	63
unassigned_transcript_3390	3446611	3449510	3446513	2	1	64	64
unassigned_transcript_3391	3449706	3449781	3449510	2	1	65	65
unassigned_transcript_3392	3449868	3451405	3449781	2	1	66	66
unassigned_transcript_3420	3475734	3476096	3451405	1	1	67	67
unassigned_transcript_3454	3508073	3508148	3476096	2	1	68	68
unassigned_transcript_3490	3542068	3542144	3508148	2	1	69	69
unassigned_transcript_3491	3542247	3542323	3542144	2	1	70	70
unassigned_transcript_3492	3542386	3542462	3542323	2	1	71	71
unassigned_transcript_3493	3542527	3542603	3542462	2	1	72	72
unassigned_transcript_3494	3542607	3542699	3542603	2	1	73	73
unassigned_transcript_3613	3669913	3669989	3542699	1	1	74	74
unassigned_transcript_3614	3670023	3670099	3669989	1	1	75	75
unassigned_transcript_3615	3670133	3670209	3670099	1	1	76	76
unassigned_transcript_3681	3737440	3737513	3670209	2	1	77	77
unassigned_transcript_3786	3852086	3852161	3737513	1	1	78	78
unassigned_transcript_3884	3955256	3955331	3852161	1	1	79	79
unassigned_transcript_3987	4060838	4060914	3955331	2	1	80	80
unassigned_transcript_3990	4064697	4064783	4060914	2	1	81	81
unassigned_transcript_4080	4158560	4158670	4064783	2	1	82	82
unassigned_transcript_4081	4158712	4158787	4158670	2	1	83	83
unassigned_transcript_4082	4158805	4158915	4158787	2	1	84	84
unassigned_transcript_4083	4159013	4161912	4158915	2	1	85	85
unassigned_transcript_4084	4162098	4162173	4161912	2	1	86	86
unassigned_transcript_4085	4162216	4162292	4162173	2	1	87	87
unassigned_transcript_4086	4162362	4163899	4162292	2	1	88	88
unassigned_transcript_4366	4450563	4450639	4163899	2	1	89	89
unassigned_transcript_4477	4580893	4580987	4450639	1	1	90	90
unassigned_transcript_4631	4735379	4736916	4580987	1	1	91	91
unassigned_transcript_4632	4737003	4737078	4736916	1	1	92	92
unassigned_transcript_4633	4737274	4740175	4737078	1	1	93	93
unassigned_transcript_4634	4740273	4740383	4740175	1	1	94	94
unassigned_transcript_4635	4740441	4740517	4740383	1	1	95	95
unassigned_transcript_4636	4740526	4740601	4740517	1	1	96	96
unassigned_transcript_4670	4775906	4775982	4740601	1	1	97	97
unassigned_transcript_4671	4776041	4776116	4775982	1	1	98	98
unassigned_transcript_4672	4776137	4776223	4776116	1	1	99	99
unassigned_transcript_4673	4776266	4776340	4776223	1	1	100	100
unassigned_transcript_4674	4776363	4776449	4776340	1	1	101	101
unassigned_transcript_4675	4776492	4776568	4776449	1	1	102	102
unassigned_transcript_4726	4831783	4833320	4776568	1	1	103	103
unassigned_transcript_4727	4833390	4833466	4833320	1	1	104	104
unassigned_transcript_4728	4833509	4833584	4833466	1	1	105	105
unassigned_transcript_4729	4833770	4836671	4833584	1	1	106	106
unassigned_transcript_4730	4836769	4836879	4836671	1	1	107	107
unassigned_transcript_4852	4976056	4977593	4836879	1	1	108	108
unassigned_transcript_4853	4977680	4977755	4977593	1	1	109	109
unassigned_transcript_4854	4977951	4980852	4977755	1	1	110	110
unassigned_transcript_4855	4980950	4981060	4980852	1	1	111	111
unassigned_transcript_4859	4984531	4984606	4981060	1	1	112	112
unassigned_transcript_4860	4984615	4984699	4984606	1	1	113	113
unassigned_transcript_4861	4984816	4984890	4984699	1	1	114	114
unassigned_transcript_4862	4984897	4984972	4984890	1	1	115	115
unassigned_transcript_4891	5017082	5018619	4984972	1	1	116	116
unassigned_transcript_4892	5018706	5018781	5018619	1	1	117	117
unassigned_transcript_4893	5018977	5021878	5018781	1	1	118	118
unassigned_transcript_4894	5021976	5022086	5021878	1	1	119	119
unassigned_transcript_5083	5217128	5217203	5022086	2	1	120	120
unassigned_transcript_5112	5246211	5246286	5217203	1	1	121	121
unassigned_transcript_5113	5246323	5246398	5246286	1	1	122	122
unassigned_transcript_5114	5246434	5246509	5246398	1	1	123	123
unassigned_transcript_5211	5347125	5347209	5246509	1	1	124	124
unassigned_transcript_5296	5464565	5464651	5347209	2	1	125	125
