7493
unassigned_transcript_2	345	1163	1163	1	1	0	0
unassigned_transcript_3	2117	2346	1163	1	1	1	1
unassigned_transcript_4	2447	2759	2346	1	1	2	2
unassigned_transcript_5	4056	4310	2759	1	1	3	3
unassigned_transcript_6	4783	5128	4310	1	1	4	4
unassigned_transcript_7	5255	6262	5128	1	1	5	5
unassigned_transcript_9	7215	8252	6262	2	1	6	6
unassigned_transcript_11	11026	11555	8252	2	1	7	7
unassigned_transcript_12	12026	12395	11555	2	1	8	8
unassigned_transcript_14	12730	12944	12395	2	1	9	9
unassigned_transcript_15	13493	14323	12944	2	1	10	10
unassigned_transcript_17	15001	16333	14323	2	1	11	11
unassigned_transcript_19	16441	16640	16333	2	1	12	12
unassigned_transcript_20	17537	18589	16640	2	1	13	13
unassigned_transcript_22	18767	19647	18589	2	1	14	14
unassigned_transcript_26	25629	25987	19647	2	1	15	15
unassigned_transcript_27	27197	28090	25987	1	1	16	16
unassigned_transcript_33	33438	34305	28090	2	1	17	17
unassigned_transcript_37	35792	36125	34305	1	1	18	18
unassigned_transcript_39	40794	41488	36125	1	1	19	19
unassigned_transcript_40	40915	41769	41488	2	1	20	20
unassigned_transcript_41	41937	43300	41769	1	1	21	21
unassigned_transcript_43	43586	43958	43300	1	1	22	22
unassigned_transcript_46	47549	48522	43958	1	1	23	23
unassigned_transcript_47	48630	49966	48522	1	1	24	24
unassigned_transcript_48	50130	50667	49966	2	1	25	25
unassigned_transcript_49	50342	50816	50667	1	1	26	26
unassigned_transcript_50	50850	51544	50816	2	1	27	27
unassigned_transcript_51	51157	51582	51544	1	1	28	28
unassigned_transcript_53	52201	53487	51582	2	1	29	29
unassigned_transcript_54	54149	54574	53487	2	1	30	30
unassigned_transcript_56	55376	56200	54574	2	1	31	31
unassigned_transcript_57	56382	57096	56200	2	1	32	32
unassigned_transcript_60	58288	59076	57096	1	1	33	33
unassigned_transcript_62	60304	61633	59076	1	1	34	34
unassigned_transcript_63	62105	62562	61633	1	1	35	35
unassigned_transcript_64	62637	63594	62562	2	1	36	36
unassigned_transcript_66	64322	64552	63594	2	1	37	37
unassigned_transcript_67	64414	64671	64552	1	1	38	38
unassigned_transcript_69	65025	65535	64671	1	1	39	39
unassigned_transcript_71	70180	71797	65535	2	1	40	40
unassigned_transcript_72	71029	71469	71797	1	1	41	41
unassigned_transcript_73	71981	72379	71797	2	1	42	42
unassigned_transcript_74	72520	72737	72379	2	1	43	43
unassigned_transcript_76	76146	76425	72737	1	1	44	44
unassigned_transcript_77	76996	77677	76425	1	1	45	45
unassigned_transcript_79	81467	82344	77677	2	1	46	46
unassigned_transcript_81	83830	84198	82344	2	1	47	47
unassigned_transcript_83	85795	86018	84198	1	1	48	48
unassigned_transcript_85	89517	89780	86018	1	1	49	49
unassigned_transcript_86	90341	90679	89780	2	1	50	50
unassigned_transcript_87	90680	91752	90679	2	1	51	51
unassigned_transcript_88	90867	91752	91752	1	1	52	52
unassigned_transcript_89	90948	94037	91752	1	1	53	53
unassigned_transcript_90	91753	92014	94037	2	1	54	54
unassigned_transcript_92	94594	94965	94037	1	1	55	55
unassigned_transcript_93	95158	96524	94965	2	1	56	56
unassigned_transcript_95	98521	98955	96524	2	1	57	57
unassigned_transcript_96	99045	101139	98955	2	1	58	58
unassigned_transcript_98	101259	101589	101139	2	1	59	59
unassigned_transcript_100	102516	102851	101589	1	1	60	60
unassigned_transcript_101	103263	103566	102851	1	1	61	61
unassigned_transcript_103	104295	105958	103566	2	1	62	62
